# TOTAL_GENES = 18183
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE       TYPE  NGENES         BETA     BETA_STD           SE            P
GE.InN.1        SET    1124      0.15149     0.036484     0.037441   2.6171e-05
GE.InN.2        SET    1034      0.16601     0.038447     0.038445   7.9232e-06
GE.InN.3        SET    1041      0.11492       0.0267     0.037567    0.0011117
GE.InN.4        SET     996      0.10091     0.022963     0.039987    0.0058127
GE.InN.5        SET     978      0.15615     0.035227     0.039642   4.1119e-05
GE.RG.1         SET    1091   0.00082505   0.00019594     0.037128      0.49114
GE.RG.2         SET    1195     -0.10592    -0.026246       0.0371      0.99784
GE.CycPro       SET    1187    -0.023186   -0.0057277     0.036038      0.74001
GE.InN.6        SET     970      0.11226     0.025228     0.039761    0.0023791
GE.RG.3         SET    1067    -0.039462   -0.0092749     0.037889      0.85118
GE.InN.7        SET     851      0.14506      0.03064     0.042546   0.00032627
