Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0099536~synaptic signaling	107	7.861866274797942	1.6987324057123028E-20	8497, 9463, 6511, 26037, 22871, 57586, 6622, 6900, 4208, 9751, 729993, 2562, 2561, 2558, 1742, 1103, 1740, 5789, 22859, 440279, 9362, 491, 3815, 134, 6809, 2566, 774, 26012, 2565, 777, 5799, 57406, 4987, 816, 6804, 124925, 7476, 8447, 4761, 9379, 6543, 4915, 10769, 785, 6536, 11178, 40, 41, 10886, 43, 5581, 148281, 5582, 9148, 1139, 10458, 27163, 1137, 2743, 2742, 4884, 8448, 1815, 2904, 4923, 2902, 1812, 2901, 729956, 392862, 57030, 5590, 2119, 2911, 320, 23096, 388336, 2915, 2913, 64084, 2912, 9568, 2892, 2891, 25769, 9162, 23228, 3061, 56479, 83851, 140730, 6327, 9211, 6861, 6860, 4684, 9456, 22941, 56126, 2899, 3749, 57338, 2259, 84258, 6854, 8913, 6616	1042	532	13490	2.603852481491637	1.1228621201758322E-16	2.8071553004395805E-17	2.7247667787625336E-17
GOTERM_BP_FAT	GO:0007268~chemical synaptic transmission	107	7.861866274797942	1.6987324057123028E-20	8497, 9463, 6511, 26037, 22871, 57586, 6622, 6900, 4208, 9751, 729993, 2562, 2561, 2558, 1742, 1103, 1740, 5789, 22859, 440279, 9362, 491, 3815, 134, 6809, 2566, 774, 26012, 2565, 777, 5799, 57406, 4987, 816, 6804, 124925, 7476, 8447, 4761, 9379, 6543, 4915, 10769, 785, 6536, 11178, 40, 41, 10886, 43, 5581, 148281, 5582, 9148, 1139, 10458, 27163, 1137, 2743, 2742, 4884, 8448, 1815, 2904, 4923, 2902, 1812, 2901, 729956, 392862, 57030, 5590, 2119, 2911, 320, 23096, 388336, 2915, 2913, 64084, 2912, 9568, 2892, 2891, 25769, 9162, 23228, 3061, 56479, 83851, 140730, 6327, 9211, 6861, 6860, 4684, 9456, 22941, 56126, 2899, 3749, 57338, 2259, 84258, 6854, 8913, 6616	1042	532	13490	2.603852481491637	1.1228621201758322E-16	2.8071553004395805E-17	2.7247667787625336E-17
GOTERM_BP_FAT	GO:0099537~trans-synaptic signaling	107	7.861866274797942	1.6987324057123028E-20	8497, 9463, 6511, 26037, 22871, 57586, 6622, 6900, 4208, 9751, 729993, 2562, 2561, 2558, 1742, 1103, 1740, 5789, 22859, 440279, 9362, 491, 3815, 134, 6809, 2566, 774, 26012, 2565, 777, 5799, 57406, 4987, 816, 6804, 124925, 7476, 8447, 4761, 9379, 6543, 4915, 10769, 785, 6536, 11178, 40, 41, 10886, 43, 5581, 148281, 5582, 9148, 1139, 10458, 27163, 1137, 2743, 2742, 4884, 8448, 1815, 2904, 4923, 2902, 1812, 2901, 729956, 392862, 57030, 5590, 2119, 2911, 320, 23096, 388336, 2915, 2913, 64084, 2912, 9568, 2892, 2891, 25769, 9162, 23228, 3061, 56479, 83851, 140730, 6327, 9211, 6861, 6860, 4684, 9456, 22941, 56126, 2899, 3749, 57338, 2259, 84258, 6854, 8913, 6616	1042	532	13490	2.603852481491637	1.1228621201758322E-16	2.8071553004395805E-17	2.7247667787625336E-17
GOTERM_BP_FAT	GO:0098916~anterograde trans-synaptic signaling	107	7.861866274797942	1.6987324057123028E-20	8497, 9463, 6511, 26037, 22871, 57586, 6622, 6900, 4208, 9751, 729993, 2562, 2561, 2558, 1742, 1103, 1740, 5789, 22859, 440279, 9362, 491, 3815, 134, 6809, 2566, 774, 26012, 2565, 777, 5799, 57406, 4987, 816, 6804, 124925, 7476, 8447, 4761, 9379, 6543, 4915, 10769, 785, 6536, 11178, 40, 41, 10886, 43, 5581, 148281, 5582, 9148, 1139, 10458, 27163, 1137, 2743, 2742, 4884, 8448, 1815, 2904, 4923, 2902, 1812, 2901, 729956, 392862, 57030, 5590, 2119, 2911, 320, 23096, 388336, 2915, 2913, 64084, 2912, 9568, 2892, 2891, 25769, 9162, 23228, 3061, 56479, 83851, 140730, 6327, 9211, 6861, 6860, 4684, 9456, 22941, 56126, 2899, 3749, 57338, 2259, 84258, 6854, 8913, 6616	1042	532	13490	2.603852481491637	1.1228621201758322E-16	2.8071553004395805E-17	2.7247667787625336E-17
GOTERM_BP_FAT	GO:0007399~nervous system development	251	18.442321822189566	4.6198723150386284E-18	9742, 23287, 388552, 22871, 8091, 221322, 118427, 144165, 3084, 596, 57624, 23040, 84687, 85414, 23043, 51761, 10891, 7436, 9856, 6900, 57626, 10653, 9751, 94235, 5274, 2562, 2561, 54361, 2558, 2674, 60484, 4613, 4978, 7224, 22859, 1000, 491, 134, 6809, 4862, 3897, 10752, 816, 818, 8440, 348980, 7477, 7476, 4761, 221336, 9890, 10769, 79789, 8437, 11178, 40, 43, 11141, 161497, 440730, 7480, 152, 10978, 51440, 4884, 3675, 8448, 55800, 2902, 1812, 54715, 9315, 4781, 93986, 339451, 64405, 23136, 1272, 1271, 23017, 2119, 288, 2115, 29116, 25791, 4774, 6710, 1827, 1826, 1946, 10501, 64084, 1944, 65981, 5087, 4674, 26052, 2009, 10716, 10718, 4664, 4301, 10397, 6604, 221935, 65078, 9211, 6860, 92558, 4684, 57451, 23114, 8482, 100132074, 22941, 81544, 56126, 57699, 1600, 2259, 57453, 741, 84258, 57211, 2256, 90249, 55714, 340533, 6616, 8013, 9463, 10251, 10371, 26037, 25987, 7162, 56138, 26153, 56135, 83992, 11344, 5414, 255738, 4208, 7732, 2045, 56142, 654429, 1501, 1742, 56144, 1740, 56147, 5789, 140767, 2290, 161357, 64218, 6092, 9362, 114569, 146760, 6096, 1756, 3815, 79953, 56034, 26012, 1630, 2047, 2046, 8704, 8822, 6405, 6526, 10479, 4901, 124925, 7077, 6660, 163404, 9379, 3398, 1767, 10129, 3705, 55079, 4915, 4916, 53335, 50863, 7504, 158067, 23768, 23648, 349667, 5582, 6792, 7881, 23529, 374462, 9148, 4135, 9143, 10458, 552, 2743, 4808, 2629, 56978, 3714, 4142, 57030, 5590, 320, 64919, 29993, 51057, 347902, 5468, 80031, 57715, 139065, 5361, 6695, 9723, 6456, 57282, 10678, 576, 79633, 6326, 6446, 8745, 140733, 6327, 89797, 5911, 9839, 57728, 5013, 6585, 4168, 8522, 80725, 57611, 57731, 107, 6457, 30837, 84530	1042	1950	13490	1.6664156700625032	3.0537356002405336E-14	6.107471200481067E-15	5.928220154657568E-15
GOTERM_BP_FAT	GO:0048666~neuron development	139	10.213078618662747	2.935982274670622E-16	8013, 9463, 10251, 9742, 10371, 26037, 388552, 22871, 118427, 25987, 3084, 57624, 26153, 596, 84687, 23043, 51761, 7436, 11344, 9856, 6900, 57626, 4208, 2562, 2045, 2561, 654429, 2558, 1501, 1742, 5789, 4978, 7224, 6092, 64218, 9362, 491, 146760, 6096, 1756, 6809, 26012, 1630, 2047, 2046, 6405, 3897, 10752, 816, 4901, 10479, 124925, 8440, 348980, 7477, 163404, 7476, 4761, 3398, 9890, 10129, 55079, 4915, 10769, 4916, 53335, 79789, 8437, 7504, 11178, 50863, 23768, 349667, 6792, 374462, 9148, 4135, 11141, 440730, 161497, 10458, 4884, 3675, 2629, 2902, 1812, 9315, 4781, 23136, 1272, 5590, 288, 64919, 2115, 25791, 29993, 51057, 6710, 1826, 57715, 1946, 80031, 10501, 139065, 1944, 5361, 65981, 6695, 9723, 57282, 26052, 10678, 10716, 79633, 6446, 5911, 221935, 65078, 9211, 92558, 6585, 6860, 4684, 4168, 80725, 57451, 23114, 8482, 100132074, 57611, 57699, 81544, 1600, 84258, 57453, 57731, 107, 90249, 55714	1042	887	13490	2.02878213131888	2.2015722578316854E-12	3.2344738059288023E-13	3.139543712381118E-13
GOTERM_BP_FAT	GO:0050803~regulation of synapse structure or activity	58	4.2615723732549595	4.685554602930743E-16	23768, 9463, 9148, 26037, 22871, 7162, 10458, 6622, 6900, 2902, 4208, 1812, 729993, 2045, 392862, 729956, 654429, 5590, 2119, 1742, 23096, 388336, 347902, 2915, 1946, 139065, 64084, 22859, 1000, 6092, 491, 25769, 9162, 3815, 134, 6809, 26012, 576, 79953, 2047, 9758, 57406, 816, 7476, 6585, 64101, 4761, 4684, 6543, 22941, 4915, 10769, 4916, 57338, 2259, 11178, 40, 6616	1042	226	13490	3.3224907852496046	2.935429677108914E-12	4.4245022750531735E-13	4.2946454760576643E-13
GOTERM_BP_FAT	GO:0034220~ion transmembrane transport	132	9.698750918442322	8.699868513120993E-16	6511, 3760, 3761, 116369, 22871, 1183, 133308, 476, 478, 57620, 53822, 10891, 5138, 6622, 30820, 3755, 255738, 57628, 6508, 4208, 3757, 729993, 7057, 9992, 2562, 2561, 9194, 64849, 56302, 2559, 2558, 23171, 486, 1742, 2556, 3767, 3768, 7224, 3781, 491, 492, 206358, 1756, 2567, 2566, 774, 2565, 777, 9914, 51422, 84102, 3775, 4987, 51305, 3778, 10479, 6263, 6262, 348980, 6543, 57130, 5172, 27075, 785, 27113, 40, 41, 2859, 10368, 5581, 7881, 10050, 11141, 1262, 59283, 388591, 1139, 1137, 2743, 2742, 55800, 1815, 2904, 51449, 4923, 2902, 1812, 2901, 23416, 23539, 6323, 57030, 80036, 288, 117532, 57156, 284525, 55532, 5621, 85320, 6833, 57835, 10864, 6330, 2892, 2891, 84419, 25769, 57282, 56479, 3739, 10396, 6326, 6446, 168507, 6327, 23516, 9213, 11094, 6588, 9456, 6580, 10568, 2899, 3749, 121601, 343, 57338, 2259, 55799, 8912, 8913	1042	834	13490	2.049047901793728	5.870859354217828E-12	7.18826635896622E-13	6.977294547523037E-13
GOTERM_BP_FAT	GO:0007610~behavior	89	6.53930933137399	4.5420055522958714E-15	8013, 5581, 5582, 7881, 23287, 22871, 112609, 57144, 3084, 55084, 111, 1139, 552, 596, 2743, 1137, 4808, 84687, 478, 2861, 51761, 5577, 7436, 3675, 6622, 4886, 6900, 1815, 57626, 2904, 4923, 2902, 4208, 1812, 7057, 94235, 93986, 6323, 1271, 57030, 5590, 2119, 2911, 320, 2558, 1742, 2115, 148523, 887, 5621, 1826, 2915, 10347, 491, 25769, 57282, 9162, 3061, 3815, 134, 26053, 2566, 774, 10716, 10396, 8704, 6446, 89797, 10752, 4987, 124925, 221935, 4761, 9379, 9456, 6543, 3398, 9099, 100132074, 22941, 55079, 4915, 10769, 1600, 57338, 57731, 107, 6616, 41	1042	474	13490	2.4308373219304	3.008815419036637E-11	3.3358507445195235E-12	3.237945291503368E-12
GOTERM_BP_FAT	GO:0003008~system process	177	13.005143277002205	4.3909350625744E-14	8013, 9980, 3760, 10371, 3761, 23287, 146183, 22871, 3084, 83756, 111, 596, 10659, 51086, 476, 84687, 478, 51761, 53822, 10891, 7436, 5138, 6900, 81693, 11343, 53942, 30820, 4208, 3757, 9992, 131890, 9997, 2562, 28987, 2561, 56302, 2558, 23171, 486, 1742, 1740, 3488, 887, 3767, 4856, 3768, 8419, 124093, 100507003, 3781, 491, 492, 6096, 1756, 3815, 134, 774, 1113, 2047, 8704, 4588, 4622, 3775, 10752, 4987, 816, 3778, 4901, 51308, 818, 6263, 6262, 4882, 4761, 9379, 4883, 6543, 3398, 5172, 1525, 4915, 10769, 785, 1001, 40, 41, 10368, 5582, 7881, 374462, 1262, 57144, 161497, 7480, 59283, 388591, 152, 55084, 153, 1139, 552, 1137, 2743, 314, 257313, 5577, 3675, 10692, 4886, 4645, 55800, 2629, 2904, 4923, 2902, 1812, 3714, 54715, 5470, 5475, 93986, 6323, 26249, 57030, 5590, 2911, 80036, 288, 117532, 1025, 152789, 26245, 5621, 5468, 1827, 2915, 57835, 1824, 10347, 1428, 6330, 5125, 4157, 8590, 25769, 9162, 10678, 10716, 10396, 6326, 6446, 5875, 8987, 6327, 89797, 56914, 57728, 6588, 9456, 2660, 23114, 100132074, 22941, 54463, 57338, 55799, 2774, 57731, 107, 8912, 8913, 84530, 10686, 6616, 57616, 10324, 11138	1042	1314	13490	1.7439022252605192	2.906075380337825E-10	2.6972791398863144E-11	2.618115425341996E-11
